Unnamed: 0,title,body,date,language,predicted_score
2688,Fully satisfied,best prices easy booking process,"Date of experience: December 14, 2024",en,4
2689,Great trough the app,easy process trough app quick confirmation hotel rate half price hotel website greathopefully wont problem check stay confirm a stars,"Date of experience: October 12, 2024",en,4
2690,You can book any hotel easily by using…,book hotel easily using valid credit card,"Date of experience: November 27, 2024",en,4
2691,HRS is uniquely trustworthy,hrs reliable hotel rating scheme always point ever issues never hrs hotel hrs staff email away humans end willing able actually helpplus course consistently great rates like bookingcom shows rates of difference room depending search,"Date of experience: July 25, 2024",en,4
2692,"HRS is great, hope it will grow.",initially changed hrs support local business found platform actual customer service really organize things something goes wrong really impressed business rates special offers greatest good platform easily finding place stay,"Date of experience: July 05, 2024",en,4
2693,undependable and useless,would rate minus stars possible reservation cancelled accommodation providers sufficient rooms despite hrs advertising informed hrs cancellation showed pm pegasus motor inn serviced apartments brisbane phone of hour line apartments informed cancelled booking due vacancies hrs advertised room almost sleep pay avoid sleeping street thank nothing avoid avoid avoid,"Date of experience: October 05, 2024",en,0
2694,Hotel didn't guarantee my reservation,hotel didst guarantee reservation done even notify issue credit carte old woman front desk respectful saying bad things german done even know speak language understood everything said would never use hotel would never use freaking app,"Date of experience: September 07, 2024",en,0
2695,Best Rate,made booking barcelona hotel using bookingcom found room cheaper hotel website days later found hotel hrs of euros less per night included breakfast hotel charging of per person booked hrs,"Date of experience: June 23, 2024",en,0
2696,special offers,site often special offers high quality hotels find anywhere else improve bit user friendliness site,"Date of experience: October 14, 2024",en,4
2697,latest arrival time/reception hours…,hrs seldom information latest check arrival time hotels place information small print category hotels must fill otherwise hrs greats switching language german seems possible hrs portal,"Date of experience: July 15, 2024",en,3
2698,I am very satisfied you can improve…,satisfied improve web page italian ask points applied automatically kind regards drmaurizio blast,"Date of experience: September 04, 2024",en,4
2699,HrS was available to show their…,hrs available show discount answering questions joining half priced hotel charges recommended,"Date of experience: September 28, 2024",en,4
2700,A great finding,much known like otis really worth book rooms want save money terrific prices beats rivals safe travels thank,"Date of experience: December 17, 2024",en,4
